"id","fdc_id","seq_num","amount","measure_unit_id","portion_description","modifier","gram_weight","data_points","footnote","min_year_acquired"
"121255","331859","NULL","1","1026","NULL","with skin","150","1","NULL","NULL"
"121256","331860","NULL","1","1026","NULL","without skin","142","1","NULL","NULL"
"121257","331860","NULL","1","1011","NULL","NULL","160","1","NULL","NULL"
"121258","331860","NULL","1","1026","NULL","with skin","160","1","NULL","NULL"
"121259","331861","NULL","1","1026","NULL","without skin","105","1","NULL","NULL"
"121260","331861","NULL","1","1011","NULL","NULL","115","1","NULL","NULL"
"121261","331861","NULL","1","1026","NULL","with skin","115","1","NULL","NULL"
"121262","331862","NULL","1","1026","NULL","without skin","85.4","1","NULL","NULL"
"121263","331862","NULL","1","1011","NULL","NULL","86.1","1","NULL","NULL"
"121264","331862","NULL","1","1026","NULL","with skin","86.1","1","NULL","NULL"
"121265","331863","NULL","1","1026","NULL","without skin","144","1","NULL","NULL"
"121266","331863","NULL","1","1011","NULL","NULL","163","1","NULL","NULL"
"121267","331863","NULL","1","1026","NULL","with skin","163","1","NULL","NULL"
"121268","331876","NULL","1","1011","NULL","NULL","157","1","NULL","NULL"
"121269","331876","NULL","1","1010","NULL","NULL","137","1","NULL","NULL"
"121270","331876","NULL","1","1026","NULL","without skin","127","1","NULL","NULL"
"121271","331876","NULL","1","1026","NULL","with skin","137","1","NULL","NULL"
"121272","331877","NULL","1","1011","NULL","NULL","140","1","NULL","NULL"
"121273","331877","NULL","1","1010","NULL","NULL","114","1","NULL","NULL"
"121274","331877","NULL","1","1026","NULL","without skin","106","1","NULL","NULL"
"121275","331877","NULL","1","1026","NULL","with skin","114","1","NULL","NULL"
"121276","331878","NULL","1","1011","NULL","NULL","146","1","NULL","NULL"
"121277","331878","NULL","1","1010","NULL","NULL","122","1","NULL","NULL"
"121278","331878","NULL","1","1026","NULL","without skin","111","1","NULL","NULL"
"121279","331878","NULL","1","1026","NULL","with skin","122","1","NULL","NULL"
"121280","331879","NULL","1","1011","NULL","NULL","123","1","NULL","NULL"
"121281","331879","NULL","1","1010","NULL","NULL","99.2","1","NULL","NULL"
"121282","331879","NULL","1","1026","NULL","without skin","90.7","1","NULL","NULL"
